geneIDs	feature	id	fc	pval	qval	t_name	gene_name
MSTRG.119	transcript	609	2.38989483089723	0.0703821038254808	0.553163719595303	CHS.130264.5	IGKV1-27
MSTRG.120	transcript	610	1.91527249449732	0.163471429244326	0.695652484148364	CHS.130265.6	IGKV2-28
MSTRG.120	transcript	611	6.22879585557699	0.0577762297787552	0.52481047064673	CHS.130265.2	IGKV2-28
MSTRG.120	transcript	612	1.89516688277035	0.466195246689359	0.899306114659321	CHS.130265.5	IGKV2-28
MSTRG.121	transcript	613	1.19840147579658	0.785831654858848	0.978743357977269	CHS.130266.4	IGKV2-29
MSTRG.121	transcript	614	1.56728928056757	0.46488369894547	0.898543328678512	CHS.130266.2	IGKV2-29
MSTRG.118	transcript	617	5.98710990691961	0.00631252003190608	0.295482203847084	CHS.130267.1	IGKV2-30
MSTRG.118	transcript	618	2.25652196744803	0.123977223450501	0.653063850600546	CHS.130267.5	IGKV2-30
MSTRG.122	transcript	627	2.20620869226748	0.289311650680688	0.803801362005102	CHS.130269.3	IGKV1-32
MSTRG.123	transcript	629	4.99331177032626	0.0916684542510979	0.596717883414534	CHS.130270.1	IGKV1-33
MSTRG.125	transcript	639	1.13500495760292	0.744043849502182	0.971713067908171	CHS.130274.1	IGKV1-37
MSTRG.125	transcript	640	1.41670201223785	0.605548540895354	0.943118005497884	MSTRG.125.3	MSTRG.125
MSTRG.125	transcript	643	1.10583113096993	0.907886525542023	0.989267450437849	CHS.130276.3	IGKV1-39
MSTRG.125	transcript	644	5.19583491406366	0.115965174752776	0.641380970450794	CHS.130276.1	IGKV1-39
MSTRG.125	transcript	645	1.30645442087593	0.824428519753109	0.984429374677241	CHS.130276.2	IGKV1-39
MSTRG.127	transcript	646	2.81580932039333	0.0526370871191468	0.511355441303301	CHS.130277.3	IGKV2-40
MSTRG.127	transcript	648	2.45221232005103	0.15503725175176	0.686560856453771	CHS.130277.2	IGKV2-40
MSTRG.128	transcript	659	0.895452992241878	0.737335986925036	0.971008791055808	CHS.59498.3	SLC25A26
MSTRG.130	transcript	660	1.90167209652913	0.107287267032308	0.625550990733065	CHS.59500.1	LRIG1
MSTRG.131	transcript	666	1.15267877790005	0.692823945326598	0.961144742800032	CHS.130368	SYNGR2P1
MSTRG.132	transcript	740	1.4275580589272	0.293180652100764	0.805644045818913	CHS.59558.1	IBTK
MSTRG.132	transcript	741	1.39185949636831	0.35599167713652	0.844079567934588	CHS.59558.2	IBTK
MSTRG.133	transcript	747	0.575812598030777	0.0860288152503235	0.587652157613865	CHS.130321	RPS26P3
MSTRG.136	transcript	754	1.46911827646995	0.126887303275137	0.657385773960843	CHS.59586.2	PTEN
MSTRG.142	transcript	790	0.795067030154053	0.631062042430677	0.950700903615421	MSTRG.142.1	LOC101929932
MSTRG.142	transcript	791	1.12763634387588	0.700318088668051	0.963145925331491	CHS.130376	LOC101929932
MSTRG.150	transcript	822	0.548535709818034	0.00597866498413946	0.287136880005464	CHS.59437.1	TCEA3
MSTRG.151	transcript	824	0.951745182703464	0.891282888900405	0.989267450437849	CHS.59438.2	ASAP3
MSTRG.152	transcript	829	1.45273492638544	0.229253318592154	0.761940988437774	CHS.59442.1	ID3
MSTRG.153	transcript	832	0.784812853736461	0.443736374551246	0.889523195549867	CHS.59456.3	TBCE
MSTRG.153	transcript	834	0.532391409818737	0.0264706317979861	0.409747129392018	MSTRG.153.5	TBCE
MSTRG.155	transcript	838	1.04499988896337	0.919272339536567	0.990515900720851	CHS.59458.1	GNG4
MSTRG.155	transcript	839	1.04561193298915	0.909357904361376	0.989267450437849	MSTRG.155.1	GNG4
MSTRG.158	transcript	846	0.588638075736904	0.0896577554607352	0.591481641787228	CHS.59775.1	EIF3K
MSTRG.158	transcript	847	0.384677327333639	0.00133876456958582	0.180051256470546	CHS.59775.2	EIF3K
MSTRG.158	transcript	848	0.418775546000136	0.135257946810068	0.669380138527912	CHS.59775.3	EIF3K
MSTRG.159	transcript	849	0.923238842717541	0.559252286774676	0.926685969243273	CHS.59776.1	ACTN4
MSTRG.161	transcript	852	1.1847324509829	0.584427251470255	0.936264105876912	MSTRG.161.1	CAPN12
MSTRG.161	transcript	853	0.816120677520301	0.604123817978381	0.942654113102252	CHS.59778.1	CAPN12
MSTRG.162	transcript	856	0.741154118508802	0.6282107853509	0.949707409421795	CHS.59781.1	LGALS4
MSTRG.163	transcript	857	1.00433848972102	0.979055153763489	0.996080387131774	CHS.59782.1	ECH1
MSTRG.164	transcript	858	1.28140741784512	0.416058917602385	0.876545166819325	CHS.59783.2	HNRNPL
MSTRG.164	transcript	859	0.549910840000046	0.0927602064263264	0.598725996240546	MSTRG.164.1	HNRNPL
MSTRG.164	transcript	862	1.19371634056186	0.764677992331325	0.97565746821643	CHS.59783.1	HNRNPL
MSTRG.164	transcript	863	0.980899065190708	0.964452610548989	0.994838214201215	MSTRG.164.2	HNRNPL
MSTRG.166	transcript	866	0.650970572526432	0.230236041755502	0.762529639917895	CHS.59785.4	SIRT2
MSTRG.166	transcript	867	0.771761499009285	0.38067659549612	0.860223335997068	CHS.59785.3	SIRT2
MSTRG.166	transcript	869	0.844799850894655	0.688199158145408	0.959432266228289	CHS.59785.2	SIRT2
MSTRG.167	transcript	871	0.808975706763337	0.362178771413208	0.847854370335172	CHS.59786.2	NFKBIB
MSTRG.167	transcript	873	0.728468491766816	0.192452531926611	0.726224933670244	MSTRG.167.2	NFKBIB
MSTRG.169	transcript	875	1.21948046247325	0.514514534650139	0.917114430748962	CHS.59788.1	SARS2
MSTRG.170	transcript	877	0.608869891673556	0.00665616677397374	0.29996069715954	CHS.59789.1	MRPS12
MSTRG.170	transcript	878	0.515688391407543	0.046434154273453	0.490432153123055	CHS.59789.2	MRPS12
MSTRG.170	transcript	879	0.413028155312383	0.00112729685780755	0.170375650319427	CHS.59789.3	MRPS12
MSTRG.171	transcript	881	1.10563519054769	0.743372883911567	0.971713067908171	CHS.59790.1	FBXO17
MSTRG.177	transcript	893	0.757307695429662	0.438238780901027	0.888144525463121	CHS.59936.1	CYP2D6
MSTRG.177	transcript	894	0.83796805796504	0.739292823237548	0.971164105469209	CHS.59936.2	CYP2D6
MSTRG.179	transcript	898	0.867825501425609	0.772457629582231	0.976459556450296	CHS.59939.1	LOC107987479
MSTRG.181	transcript	902	1.00377394580478	0.994465536906704	0.998907487806054	CHS.59942.1	LOC107987478
MSTRG.182	transcript	906	0.869990794199237	0.685223387621599	0.958473842010617	CHS.59943.1	CYP2D7
MSTRG.183	transcript	916	0.703616639206505	0.328200202048977	0.828034217766481	CHS.59955.1	CYP2D6
MSTRG.183	transcript	917	0.98914490245729	0.983443445059026	0.996821664844436	CHS.59955.2	CYP2D6
MSTRG.185	transcript	926	0.960851962465869	0.895714245711196	0.989267450437849	CHS.130391	CYP2D7BP
MSTRG.186	transcript	946	1.07942913056641	0.862177232317977	0.988853976295493	CHS.59957.1	CYP2D7
MSTRG.187	transcript	950	0.809171820195997	0.528309816857957	0.920978604913656	CHS.59959.1	SHANK3
MSTRG.194	transcript	969	1.2422379369566	0.530552774843707	0.921513898521305	CHS.59426.1	PRAMEF33P
MSTRG.195	transcript	974	1.12399231251686	0.598142977911656	0.941050436348622	CHS.59468.1	GCSHP3
MSTRG.196	transcript	979	1.19997740734451	0.44545592776569	0.8902937162	CHS.59469.4	NDUFS1
MSTRG.197	transcript	980	0.827441248203681	0.426628225807609	0.883801120936407	CHS.59470.1	EEF1B2
MSTRG.197	transcript	981	0.865650328059434	0.559475009819617	0.926761589850252	CHS.59470.2	EEF1B2
MSTRG.197	transcript	982	0.720469922068173	0.0871572954665069	0.588382497047232	CHS.59470.3	EEF1B2
MSTRG.198	transcript	997	0.832486094174209	0.168929271211772	0.701506663338832	CHS.59525.1	FRG1
MSTRG.199	transcript	1021	0.831946581134698	0.167312527750577	0.69969686578739	CHS.59534.1	FRG1
MSTRG.201	transcript	1046	0.6140070817602	0.0390113577016893	0.462665021719289	CHS.59544.1	RUFY1
MSTRG.201	transcript	1047	0.773101864259531	0.281588890750443	0.797669041715932	CHS.59544.2	RUFY1
MSTRG.204	transcript	1051	1.25343334810245	0.535121720658972	0.921572638247181	CHS.59546.2	HNRNPH1
MSTRG.204	transcript	1052	0.86885826356011	0.740116525189841	0.971164105469209	MSTRG.204.1	HNRNPH1
MSTRG.204	transcript	1053	0.808819022249176	0.734806947550577	0.970235854139883	CHS.59546.1	HNRNPH1
MSTRG.205	transcript	1062	0.603603266322035	0.1630362088548	0.695373185843171	CHS.59550.1	CANX
MSTRG.205	transcript	1063	1.15175156361895	0.686750714479172	0.959117461460518	CHS.59550.2	CANX
MSTRG.207	transcript	1067	0.861970074781947	0.767702058468626	0.97594154594951	CHS.59553.2	MGAT4B
MSTRG.207	transcript	1068	0.788464999385283	0.395810500482695	0.866221886031751	CHS.59553.1	MGAT4B
MSTRG.209	transcript	1070	0.851247557142891	0.641421254405608	0.953575263278756	CHS.59554.1	SQSTM1
MSTRG.209	transcript	1071	0.363324826286282	0.053622557480392	0.513249126272476	CHS.59554.2	SQSTM1
MSTRG.209	transcript	1072	0.412458002898127	0.0273472535921893	0.41408433982084	CHS.59554.3	SQSTM1
MSTRG.213	transcript	1077	0.677943829960121	0.0331073411985665	0.439401413393581	CHS.59557.1	TBC1D9B
MSTRG.215	transcript	1084	0.816483989114085	0.294376195457517	0.806723396374209	CHS.59757.1	TMEM256
MSTRG.220	transcript	1097	1.61145426789557	0.0346032160239412	0.44448265244272	CHS.59766.1	POLR2A
MSTRG.224	transcript	1363	1.02812069825811	0.935103736148255	0.992616674360115	MSTRG.224.7	MSTRG.224
MSTRG.229	transcript	1405	0.624682152318225	0.000243601752034639	0.098554699837205	CHS.10.1	LOC102723897
MSTRG.232	transcript	1416	1.02838912870638	0.956918132242261	0.994821216057931	MSTRG.232.1	MSTRG.232
MSTRG.232	transcript	1418	1.01853418500944	0.973296161267405	0.995279004837304	MSTRG.232.2	MSTRG.232
MSTRG.234	transcript	1441	1.00458784714342	0.991462930954658	0.99797398379319	MSTRG.234.2	MSTRG.234
MSTRG.235	transcript	1443	1.09869963460323	0.909357904361381	0.989267450437849	MSTRG.235.1	LOC101928626
MSTRG.235	transcript	1445	1.74427804378288	0.17531582783596	0.710075050370253	CHS.19.12	LOC101928626
MSTRG.235	transcript	1446	2.32934512126334	0.0258569064454117	0.409090873899946	CHS.19.13	LOC101928626
MSTRG.235	transcript	1447	2.08144000397876	0.086472901509693	0.58796882544457	CHS.19.14	LOC101928626
MSTRG.235	transcript	1448	1.71337325077713	0.114958640766803	0.63992380759551	CHS.19.15	LOC101928626
MSTRG.235	transcript	1449	2.0954077739564	0.0708571662560251	0.553163719595303	CHS.19.16	LOC101928626
MSTRG.235	transcript	1450	2.92389827020862	0.289533940986197	0.803801362005102	MSTRG.235.7	LOC101928626
MSTRG.235	transcript	1451	3.30308238625253	0.0623868848500171	0.536637855862254	CHS.19.17	LOC101928626
MSTRG.235	transcript	1452	1.51123561203886	0.29895633836369	0.809024956540644	CHS.19.18	LOC101928626
MSTRG.235	transcript	1453	2.28613338892487	0.216376503195884	0.748936593183935	CHS.19.19	LOC101928626
MSTRG.235	transcript	1454	1.00329314822783	0.997455176162005	0.999520413182344	MSTRG.235.11	LOC101928626
MSTRG.235	transcript	1455	3.64627934817808	0.15105301909935	0.682349725582177	MSTRG.235.13	LOC101928626
MSTRG.235	transcript	1456	2.04125642083712	0.513081001821029	0.916559551721565	MSTRG.235.12	LOC101928626
MSTRG.235	transcript	1457	1.9873961049282	0.136404758863375	0.669723890623713	CHS.19.20	LOC101928626
MSTRG.235	transcript	1458	0.829394972781436	0.849539048998608	0.98721103227898	CHS.19.21	LOC101928626
MSTRG.235	transcript	1459	0.735088083023832	0.753242175096532	0.972632893795057	MSTRG.235.16	LOC101928626
MSTRG.245	transcript	1560	0.603367635757494	0.0295117739320985	0.424478191693874	CHS.40.3	NOC2L
MSTRG.245	transcript	1562	0.82193559958075	0.626185986866519	0.948833482621988	CHS.40.5	NOC2L
MSTRG.245	transcript	1563	0.503291641473213	0.0198253608114469	0.381614885931989	MSTRG.245.4	NOC2L
MSTRG.249	transcript	1625	4.47915597993171	0.203113904707492	0.736969754170041	CHS.46.3	ISG15
MSTRG.249	transcript	1627	3.2221653772544	0.0683586867771258	0.552065987803501	CHS.46.5	ISG15
MSTRG.249	transcript	1630	0.749033703055263	0.523181646764925	0.920041660590542	CHS.46.9	ISG15
MSTRG.250	transcript	1632	0.861259310505179	0.826620667144277	0.984689932302162	CHS.47.1	MSTRG.250
MSTRG.249	transcript	1633	2.24717633132543	0.569594002495417	0.931565785871755	CHS.46.11	ISG15
MSTRG.249	transcript	1634	2.47143026166702	0.31487867310331	0.819563412086126	CHS.46.12	ISG15
MSTRG.249	transcript	1635	6.79752421958366	0.0310833314504904	0.432130314879462	CHS.46.13	ISG15
MSTRG.249	transcript	1636	5.03288694272823	0.0766557730562129	0.56555826229998	CHS.46.14	ISG15
MSTRG.249	transcript	1637	4.13775153689398	0.0530804510603788	0.511843845085142	CHS.46.15	ISG15
MSTRG.249	transcript	1638	0.453165686035531	0.526876328588463	0.920692162657894	MSTRG.249.13	ISG15
MSTRG.251	transcript	1641	0.851161376249499	0.632573528215694	0.9514846877559	CHS.48.2	AGRN
MSTRG.251	transcript	1643	1.05479130612891	0.888385824128822	0.989267450437849	CHS.48.4	AGRN
MSTRG.251	transcript	1645	0.733373387044378	0.389397535265803	0.864272991852794	CHS.48.6	AGRN
MSTRG.251	transcript	1647	1.40748192247951	0.448843123685208	0.892037126501721	CHS.48.8	AGRN
MSTRG.251	transcript	1648	1.30567661840919	0.463567799553862	0.898424198558274	CHS.48.9	AGRN
MSTRG.251	transcript	1657	0.833046916251418	0.331204651379863	0.830017113184488	MSTRG.251.18	AGRN
MSTRG.257	transcript	1773	1.132240977297	0.816722330947501	0.982812678645367	CHS.68.1	SDF4
MSTRG.257	transcript	1776	1.74332724064099	0.120167303005245	0.646186391772676	CHS.68.6	SDF4
MSTRG.257	transcript	1777	0.647271283752809	0.412409199188733	0.874388037863928	CHS.68.7	SDF4
MSTRG.257	transcript	1778	0.902766265796042	0.782616851556273	0.978223521157591	CHS.68.8	SDF4
MSTRG.257	transcript	1779	1.27483966857693	0.650204313638854	0.954989007043131	CHS.68.9	SDF4
MSTRG.257	transcript	1782	0.357630729863813	0.00979821743902765	0.321974930660124	CHS.68.12	SDF4
MSTRG.257	transcript	1783	1.28684827979299	0.668569067224649	0.954989007043131	CHS.68.13	SDF4
MSTRG.257	transcript	1785	0.85443747557213	0.626050507707899	0.948833482621988	CHS.68.15	SDF4
MSTRG.257	transcript	1786	1.50830377151705	0.492819527303398	0.909644047936499	MSTRG.257.21	SDF4
MSTRG.257	transcript	1787	0.487011341810446	0.137479337218109	0.66989757691027	CHS.68.16	SDF4
MSTRG.257	transcript	1789	0.798508532204865	0.299578710577091	0.809242973612061	CHS.68.18	SDF4
MSTRG.258	transcript	1790	0.788886811227996	0.281022343106439	0.797093747825098	CHS.69.1	B3GALT6
MSTRG.259	transcript	1819	0.39879776930443	0.00149383049312757	0.186118873930949	CHS.73.21	UBE2J2
MSTRG.259	transcript	1822	1.1217842505322	0.790732683918022	0.978897055375365	CHS.73.24	UBE2J2
MSTRG.262	transcript	1880	0.771655319092161	0.552109205321548	0.925248330403901	CHS.76.19	ACAP3
MSTRG.264	transcript	1888	0.750531371422499	0.40443680131011	0.870585526318826	CHS.77.3	PUSL1
MSTRG.264	transcript	1896	0.429892449528143	0.0101951402162349	0.321974930660124	CHS.77.9	PUSL1
MSTRG.265	transcript	1911	0.582439822986164	0.0445059458279274	0.481629129921871	CHS.78.15	CPSF3L
MSTRG.265	transcript	1913	0.47478602495825	0.0148095775535519	0.357385186636779	MSTRG.265.16	CPSF3L
MSTRG.265	transcript	1914	0.834763155915083	0.399065801633577	0.867877247886633	CHS.78.16	CPSF3L
MSTRG.265	transcript	1925	1.01774092798615	0.97100895134791	0.994838214201215	CHS.78.28	CPSF3L
MSTRG.268	transcript	1949	0.760241087590753	0.511003057278226	0.915751560419588	CHS.81.2	DVL1
MSTRG.268	transcript	1950	0.587610722616694	0.0823874153965409	0.580276398438002	CHS.81.3	DVL1
MSTRG.268	transcript	1952	0.787893270003773	0.495386860142316	0.91089517711492	CHS.81.6	DVL1
MSTRG.268	transcript	1953	0.747231064417962	0.402920713473567	0.870235035508095	CHS.81.7	DVL1
MSTRG.268	transcript	1955	1.22584739096292	0.560629742942433	0.927006899279461	CHS.81.9	DVL1
MSTRG.268	transcript	1956	1.2992334986887	0.546100491390487	0.92200751363609	CHS.81.10	DVL1
MSTRG.268	transcript	1957	1.29577996259558	0.579395703541447	0.934493377645061	CHS.81.11	DVL1
MSTRG.268	transcript	1958	1.00643926985022	0.98320548054628	0.996821664844436	CHS.81.12	DVL1
MSTRG.268	transcript	1959	1.01925915696255	0.946748494440127	0.993624077189224	CHS.81.13	DVL1
MSTRG.268	transcript	1965	1.01386764820821	0.97611319524203	0.995768938164903	MSTRG.268.16	DVL1
MSTRG.270	transcript	1968	0.894617231552566	0.725454451860509	0.968181774319132	CHS.83.2	MXRA8
MSTRG.271	transcript	1991	1.39347832613362	0.363985518520002	0.849115375083992	CHS.86.1	AURKAIP1
MSTRG.271	transcript	1992	1.37788688106121	0.180526833919818	0.712900823530479	CHS.86.2	AURKAIP1
MSTRG.271	transcript	1994	0.579407783610759	0.191835929319101	0.725960600301958	CHS.86.4	AURKAIP1
MSTRG.271	transcript	1995	0.773293134188745	0.278614193105973	0.79527377761923	CHS.86.5	AURKAIP1
MSTRG.271	transcript	1996	0.931859529435117	0.827510472509175	0.98497188154957	CHS.86.7	AURKAIP1
MSTRG.272	transcript	2028	0.756194823635011	0.442780181731913	0.889474057244945	CHS.89.32	CCNL2
MSTRG.274	transcript	2046	0.382694769372009	0.00456614305905834	0.268004897730289	CHS.91.1	MRPL20
MSTRG.274	transcript	2047	1.09765625004795	0.770798191007166	0.97638408753132	CHS.91.2	MRPL20
MSTRG.274	transcript	2048	1.87807408976643	0.333165698976398	0.831367717735427	CHS.91.3	MRPL20
MSTRG.274	transcript	2049	0.253817473092965	0.0104625516033933	0.321974930660124	MSTRG.274.3	MRPL20
MSTRG.274	transcript	2050	0.791222302325207	0.694881771400768	0.961498142779594	CHS.91.4	MRPL20
